link,price,code,Fabric Type,Neckline,Collection,Trouser,Sleeves,Embellishment,Color,Size,Shirt,Dupatta
https://www.junaidjamshed.com/purple-cotton-3pc-stitched-jlawn-s-24-182.html,pkr 9 230.00,JLAWN-S-24-182,cotton,boat  neck  slit  lace  white  solid  striped  pink  long,festive  collection  piece  stitched,straight  pant  solid  floral  plain  paisley  plaid  short  long  cold  dress  slack  plain,print  burnout  straight  sleeve  lace  long  short  white  red  black,dori  tassel  front  slit,purple  red  pink  maroon  gray  black  blue  white  rose  maroon,,print  burnout  straight  front  floral  solid  paisley  plaid  plain  long  short  medium  yes  cotton  dress  blue  unknown  white  long,floral  paisley  polka  dot  flower
https://www.junaidjamshed.com/yellow-lawn-kurti-jjlk-s-jss-24-331.html,pkr 3 070.00,JJLK-S-JSS-24-331,lawn,extended  collar  striped  plain  solid  unknown  white,printed  lawn  shirt  spring  summer  collection  lady  kurti,,printed  straight  sleeve  long  striped  short  floral  plaid,dori  tassel  front,yellow  blue  floral  flower  orange,,printed  front  floral  solid  striped  stripe  plaid  angrakha  short  long  medium  yes  dress  cotton  blue  tie  dye  length,
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-462.html,pkr 7 480.00,JLAWN-S-24-462,lawn,striped  solid  white  plain  dress,festive  collection  lawn  shirt  trouser  unstitched  piece,meter  striped  solid  floral  checkered  plain  dress  short  long  jean  skirt,floral  solid  plain  plaid  striped,,multicolor  blue  green  floral  white  teal  black  gray  brown  purple  white,3 piece,floral  striped  solid  plaid  stripe dress  blue  cotton  unknown,floral  polka  dot  flower  checkered
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-259.html,pkr 6 150.00,JLAWN-S-24-259,lawn  silk,striped  plain  white  unknown  solid,spring  summer  collection  lawn  shirt  silk  dupatta  unstitched  piece,meter  solid  plain  checkered  striped  polka  dot  dress  long  short  skirt  slack,solid  plaid  plain  striped  checkered,,multicolor  blue  black  white  purple  gray  pink  black,3 piece,solid  floral  plaid  plain  striped dress  cotton  blue  white  unknown,flower  polka  dot  floral  flower
https://www.junaidjamshed.com/beige-lawn-kurti-jjlk-s-jss-24-401.html,pkr 6 660.00,JJLK-S-JSS-24-401,lawn,round  neck  v  slit  plain  dress  white  striped  long,festive  collection  lady  kurti,,loose  cut  long  short  striped  black  white,kingri  neckline  sleeve  panel  daaman,beige  blue  white  pink  gray  black,,solid  plain  striped  stripe  plaid  line  paneled  shirt  long  short  medium  yes  dress  blue  polo  cotton  unknown  long,
https://www.junaidjamshed.com/multicolor-unstitched-3pc-jjls-w-jwu-23-1812.html,pkr 7 180.00,JJLS-W-JWU-23-1812,jacquard  jacquard,white  plain  striped  blue  solid,winter  collection  jacquard  shirt  dupatta  unstitched  piece,meter  plaid  solid  plain  striped  stripe  dress  long  short  slack,meter  plaid  solid  plain  striped  stripe,,multicolor  purple  blue  black  white  red  gray  pink  black,3 piece,solid  plaid  striped  stripe  plain dress  blue  unknown  cotton,solid  polka  dot  plaid  checkered
https://www.junaidjamshed.com/black-kurti-jjlk-s-jpws-23-3083.html,pkr 2 050.00,JJLK-S-JPWS-23-3083,cambric,boat  neckline  placket  striped  solid  white  long  unknown,dyed  cambric  shirt  limited  edition  lady  kurti  casual,,plain  dyed  sleeve  long  black  short  white  striped,dori  couching  tassel  detailing  neckline  placket,black  blue  gray  white,,plain  dyed  front  solid  plaid  striped  checkered  back  kaftan  cut  long  short  medium  yes  cotton  unknown  blue  know  dress  long,
https://www.junaidjamshed.com/pink-lawn-3pc-stitched-jlawn-s-24-532.html,pkr 6 970.00,JLAWN-S-24-532,lawn,striped  solid  plain  red  white,monsoon  collection  piece  stitched,solid  floral  striped  plain  paisley  short  long  dress  plain,long  short  red  striped  plaid,,pink  red  white  orange  maroon  blue  black  yellow,,paisley  checkered  striped  floral  solid short  long  medium  tall  dress  cotton  blue  red,polka  dot  paisley  floral  flower
https://www.junaidjamshed.com/brown-unstitched-1pc-jjls-w-jsu-23-934.html,pkr 1 430.00,JJLS-W-JSU-23-934,khaddar,,winter  collection  unstitched  piece,,striped  short  long  black  red,,brown  red  orange  striped  black,1 piece,striped  stripe  solid  plain  stripe dress  cotton  blue  polo,
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-175.html,pkr 3 380.00,JLAWN-S-24-175,lawn  lawn,striped  plain  plaid  solid  dress,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  solid  striped  plain  floral  plaid  dress  short  long  wood  striped,floral  plaid  plain  solid  striped,,multicolor  blue  green  gray  teal  floral  black  white  tan  pink  mint,3 piece,floral  plain  plaid  solid  striped dress  cotton  blue  unknown,flower  floral  polka  dot  plaid
https://www.junaidjamshed.com/multicolor-organza-3pc-stitched-jlawn-s-24-480.html,pkr 7 480.00,JLAWN-S-24-480,organza,boat  neckline  striped  white  unknown  solid  blue,embroidered  printed  lawn  shirt  chiffon  dupatta  trouser  festive  collection  piece  stitched,azaar  floral  striped  paisley  solid  plain  short  long  neither  dress  full  skirt,straight  cut  long  short  striped  plaid  blue,,multicolor  blue  white  orange  yellow  brown  tan  black  red  white,,floral  striped  solid  paisley  stripe  classic  kameez  short  long  medium  yes  blue  dress  cotton  unknown  long,floral  paisley  flower  yes
https://www.junaidjamshed.com/brown-unstitched-3pc-jjls-w-jwu-23-1854.html,pkr 7 690.00,JJLS-W-JWU-23-1854,jacquard  jacquard,striped  solid  long  unknown  plain,winter  collection  jacquard  shirt  dupatta  unstitched  piece,meter  solid  plain  striped  checkered  cotton  dress  short  long  wood  striped,meter  solid  plain  striped  stripe,,brown  purple  blue  maroon  white  yellow  black  gray  yes,3 piece,solid  striped  plain  stripe  stripe blue  cotton  old  unknown,solid  stripe  striped  plain  floral
https://www.junaidjamshed.com/sky-blue-dyed-unstitched-3pc-jlawn-s-23-209.html,pkr 7 370.00,JLAWN-S-23-209,jacquard  jacquard,white  plain  solid  long  striped,winter  collection  jacquard  shirt  dupatta  unstitched  piece,solid  plain  striped  long  dress  short  skirt,solid  plain  striped  long  plaid,,blue  gray  white  purple  green  black  mint,3 piece,solid  plain  striped  stripe  flat dress  cotton  blue  white  button,solid  plain  stripe  striped  unknown
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-158.html,pkr 5 330.00,JLAWN-S-24-158,lawn  lawn,striped  plain  white  dress  unknown,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  plain  solid  floral  striped  dress  short  long  skirt  plain,striped  floral  plaid  plain  solid,,multicolor  blue  green  floral  teal  pink  white  gray  black  tan  floral,3 piece,floral  striped  solid  plaid  plain dress  cotton  blue  unknown  white,floral  flower  paisley  solid
https://www.junaidjamshed.com/blue-kurti-jjlk-w-jws-23-3052.html,pkr 4 300.00,JJLK-W-JWS-23-3052,denim,band  collar  placket  blue  long  striped  white  unknown,embroidered  dyed  denim  shirt  winter  collection  lady  kurti  casual,,embroidered  dyed  denim  sleeve  long  blue  short  white  red,,blue  purple  gray  white  red,,embroidered  dyed  denim  front  solid  plain  stripe  striped  blue  back  loose  fit  drop  shoulder  long  short  medium  yes  dress  cotton  unknown  button  mid,
https://www.junaidjamshed.com/purple-jacquard-3pc-stitched-jlawn-s-23-224.html,pkr 10 530.00,JLAWN-S-23-224,jacquard,band  collar  placket  striped  stripe  regular  vertical,embroidered  digital  jacquard  shirt  dupatta  trouser  festive  collection  piece  stitched,shalwar  striped  solid  plain  stripe  long  short  straight  full  dress  slack,golden  jacquard  kurta  sleeve  embroidery  striped  short  long  white  black,pearl  placket  daman,purple  striped  green  gray  blue  white  black  yes,,golden  jacquard  straight  front  embroidered  daman  stripe  striped  solid  long  short  medium  tall  cotton  blue  dress  length,stripe  striped  solid  plain
https://www.junaidjamshed.com/green-dyed-stitched-2pc-jlawn-s-jds-24-1104.html,pkr 7 690.00,JLAWN-S-JDS-24-1104,dyed  lawn,embroidered  placket  striped  solid  plain  white  long,embroidered  lawn  shirt  dobby  dupatta  festive  collection  piece  stitched,floral  solid  plain  flower  striped  short  long  straight  yes  dress  slack  striped,straight  long  short  white  striped  open,lace  tassel,green  pink  purple  blue  red  white  black,,straight  floral  solid  plain  plaid  flower  long  short  medium  tall  yes  cotton  dress  blue  unknown  white  length,
https://www.junaidjamshed.com/blue-lawn-unstitched-3pc-jlawn-s-24-329-baharain-b-7.html,pkr 3 380.00,JLAWN-S-24-329 BAHARAIN B-7,lawn  lawn,striped  blue  solid  plain  white,festive  collection  lawn  shirt  dupatta  unstitched  piece,meter  plaid  polka  dot  solid  checkered  striped  short  dress  long  jean  skirt,solid  plaid  plain  striped  checkered,,blue  pink  white  teal  orange  black  gray  brown  red  white,3 piece,solid  plaid  plain  checkered  floral blue  cotton  dress  unknown  button,polka  dot  checkered  plaid  dot
https://www.junaidjamshed.com/pink-lawn-kurti-jjlk-s-jss-24-347.html,pkr 5 120.00,JJLK-S-JSS-24-347,lawn,angrakha  striped  paisley  floral  pink  plain,embroidered  mill  print  lawn  shirt  spring  summer  collection  lady  kurti,,printed  sleeve  embroidery  long  short  pink  floral  striped,dori  tassel  front,pink  red  white  floral,,printed  front  embroidery  floral  solid  plain  plaid  paisley  back  regular  shirt  long  short  medium  yes  cotton  dress  tie  dye  blue  length,
https://www.junaidjamshed.com/orange-lawn-kurti-jjlk-s-jss-23-410.html,pkr 4 740.00,JJLK-S-JSS-23-410,lawn,v  line  plain  solid  striped  white  unknown,block  printed  lawn  shirt  festive  collection  lady  kurti  casual,,full  short  long  black  white  solid,tassel  button  neckline,orange  white  blue  black  red,,solid  floral  plain  flower  paisley  basic  straight  shirt  short  long  medium  yes  blue  dress  cotton  unknown  know  inch,
https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-24-227.html,pkr 6 460.00,JLAWN-S-24-227,lawn  doria,striped  white  unknown  plain  dress,spring  summer  collection  lawn  shirt  doria  dupatta  unstitched  piece,meter  polka  dot  striped  checkered  short  dress  full  neither  long,striped  plaid  plain  floral  solid,,green  yellow  orange  blue  brown  tan  white  gold  tan,3 piece,striped  floral  stripe  plaid  checkered water  old  unknown  know  hot,polka  dot  flower  floral  dot
https://www.junaidjamshed.com/green-jacquard-unstitched-3pc-jlawn-s-24-348-tehzeeb-2.html,pkr 6 360.00,JLAWN-S-24-348 TEHZEEB-2,doria  zari  taar  taar,striped  paisley  white  plain  dress,festive  collection  zari  taar  shirt  dupatta  unstitched  piece,meter  striped  plain  floral  stripe  dress  long  short  skirt,striped  floral  plain  solid  plaid,,green  blue  white  pink  tan  gray  khaki  beige  orange  mint,3 piece,floral  striped  stripe  solid  paisley dress  cotton  blue,paisley  floral  stripe  flower  flower
https://www.junaidjamshed.com/green-lawn-3pc-stitched-jlawn-s-24-172.html,pkr 15 280.00,JLAWN-S-24-172,lawn,v  neck  striped  white  plain  long  dress,festive  collection  piece  stitched,straight  pant  floral  solid  plain  striped  dress  short  long  neither  full,short  long  plaid  red  white,pearl,green  white  tan  yellow  beige  red  brown  black  blue  pink  blue,,straight  floral  plaid  plain  striped  solid  long  short  medium  tall  dress  cotton  white  blue  unknown,floral  flower  paisley  striped
https://www.junaidjamshed.com/ice-blue-lawn-3pc-stitched-jlawn-s-23-178.html,pkr 11 270.00,JLAWN-S-23-178,lawn,embroidered  round  neck  slit  plain  white  dress  striped  solid,embroidered  printed  lawn  shirt  cotton  silk  dupatta  trouser  festive  collection  piece  stitched,shalwar  floral  solid  plain  dress  striped  short  long  straight  skirt,embroidered  straight  sleeve  short  long  floral  white  plain,shell  button  front  slit,ice  blue  gray  floral  purple  white  black  brown  flower,,embroidered  straight  front  floral  solid  plain  paisley  flower  long  short  medium  yes  cotton  dress  blue  unknown  long,floral  flower  paisley  solid  flower
https://www.junaidjamshed.com/blue-lawn-2pc-stitched-jlawn-s-jst-24-1688.html,pkr 4 920.00,JLAWN-S-JST-24-1688,lawn,boat  neck  slit  striped  dress  white  solid  plain,printed  lawn  shirt  trouser  monsoon  collection  piece  stitched,printed  straight  trouser  striped  floral  paisley  plaid  solid  short  long  jean  dress  jean,printed  sleeve  short  long  striped  white  black,dori  tassel  detail  neckline,blue  plaid  red  purple  floral  white  gray  black,,printed  front  floral  striped  solid  paisley  plaid  back  loose  fit  kaftan  kurta  short  long  medium  yes  dress  cotton  blue  unknown  tank  top  length,
https://www.junaidjamshed.com/ferozi-lawn-unstitched-3pc-jlawn-s-23-222.html,pkr 23 170.00,JLAWN-S-23-222,silk  raw,striped  blue  white  stripe  plain,festive  collection  unstitched  piece,meter  striped  stripe  checkered  solid  patterned  dress  short  skirt  full,meter  striped  solid  stripe  plain,,ferozi  blue  striped  orange  white  red  black  gray  white,3 piece,meter  striped  stripe  solid  plain  tie  dye   blue  water  cotton  dress,stripe  striped  solid  paisley  floral
https://www.junaidjamshed.com/white-gold-silver-lawn-kurti-jjlk-s-jss-23-361.html,pkr 4 740.00,JJLK-S-JSS-23-361,lawn,sherwani  collar  button  patti  striped  white  dress  plain,printed  lawn  shirt  festive  collection  lady  kurti,,lose  kurta  long  short  white  plaid  striped,buttoning  neckline  pearl,white  tan  gray  blue  beige,,straight  solid  plain  floral  striped  flower  short  long  medium  yes  dress  cotton  white  button  blue  small  length,
https://www.junaidjamshed.com/blue-lawn-unstitched-3pc-jlawn-s-24-456.html,pkr 4 410.00,JLAWN-S-24-456,lawn  chiffon,striped  plain  white  solid  unknown,festive  collection  lawn  shirt  chiffon  dupatta  unstitched  piece,meter  floral  solid  plain  paisley  flower  short  dress  striped  cotton  skirt,floral  striped  plaid  plain  solid,,blue  plaid  green  striped  floral  pink  white  orange  teal  purple,3 piece,floral  striped  plaid  stripe  paisley blue  dress  cotton  unknown  know,floral  flower  paisley  sure
https://www.junaidjamshed.com/lime-yellow-lawn-kurti-jjlk-s-jss-23-411.html,pkr 4 740.00,JJLK-S-JSS-23-411,lawn,sherwani  collar  placket  solid  striped  plain  white  long,block  printed  lawn  shirt  festive  collection  lady  kurti  casual,,full  long  short  black  white  striped,tassel  button  placket,lime  yellow  orange  blue  dress  pink,,solid  plain  striped  stripe  floral  straight  shirt  short  long  medium  tall  dress  blue  cotton  yellow  polo  inch,
https://www.junaidjamshed.com/mauve-pink-dobby-unstitched-3pc-jlawn-s-24-126-bagh-o-bahar-8.html,pkr 6 560.00,JLAWN-S-24-126 BAGH-O-BAHAR-8,doria,striped  solid  plain  long  pink,festive  collection  unstitched  piece,meter  solid  plaid  plain  striped  floral  dress  long  wood  short,solid  striped  stripe  plain  plaid,,mauve  pink  purple  white  striped  red  brown  gray  blue  green,3 piece,solid  striped  stripe  plain  stripe dress  cotton  polo  blue,solid  stripe  plaid  striped  plain
https://www.junaidjamshed.com/green-cotton-net-kurti-jjlk-s-jss-24-415.html,pkr 8 200.00,JJLK-S-JSS-24-415,net  cotton,embroidered  striped  white  solid  unknown  plain,embroidered  shirt  festive  collection  lady  kurti  festive,,bell  embroidered  long  short  striped  white  black,lace,green  blue  gray  teal  white,,straight  embroidered  plain  solid  floral  plaid  striped  long  short  medium  tall  blue  cotton  dress  unknown  polo  length,
